,Cidade,Estado,Forma,Data,Hora,Dias_da_Semana,Dia,Mês
34307,Weidman,MI,Light,7/14/99,04:00,Quarta-feira,14,7
34308,Grand Rapids,MI,Light,7/2/99,23:54,Sexta-feira,2,7
34309,Luna Pier,MI,Sphere,7/2/99,14:00,Sexta-feira,2,7
34310,Southfield,MI,Light,8/27/99,20:58,Sexta-feira,27,8
34311,Southfield,MI,Light,8/27/99,20:58,Sexta-feira,27,8
34312,Akron,MI,Light,8/20/99,22:00,Sexta-feira,20,8
34313,"Crisp Point (on Lake Superior, 25 mi. NW of Paradise)",MI,Formation,8/20/99,16:30,Sexta-feira,20,8
34314,Grand Rapids,MI,Light,8/17/99,22:57,Terça-feira,17,8
34315,Port Huron,MI,Circle,8/17/99,14:00,Terça-feira,17,8
34316,Westland (western suburb of Detroit),MI,Light,8/10/99,22:30,Terça-feira,10,8
34317,Grayling,MI,Disk,8/6/99,02:00,Sexta-feira,6,8
34318,Ewen,MI,Fireball,9/25/99,20:00,Sábado,25,9
34319,Troy,MI,Triangle,9/24/99,19:30,Sexta-feira,24,9
34320,St. Joseph,MI,Light,9/13/99,22:05,Segunda-feira,13,9
34321,Grand Rapids,MI,Flash,9/11/99,22:00,Sábado,11,9
34322,Highland Park,MI,Triangle,9/6/99,23:45,Segunda-feira,6,9
34323,Grand Rapids,MI,Light,9/4/99,21:00,Sábado,4,9
34324,Central Lake,MI,Cylinder,9/2/99,20:30,Quinta-feira,2,9
34325,Taylor,MI,Sphere,10/15/99,18:30,Sexta-feira,15,10
34326,Lansing,MI,Circle,10/13/99,22:00,Quarta-feira,13,10
34327,Three Rivers,MI,Oval,10/11/99,07:40,Segunda-feira,11,10
34328,Lewiston,MI,Oval,10/10/99,23:45,Domingo,10,10
34329,Jackson (west of),MI,Fireball,11/30/99,01:45,Terça-feira,30,11
34330,Birch Run,MI,Sphere,11/28/99,20:53,Domingo,28,11
34331,Romeo,MI,Cigar,11/28/99,08:00,Domingo,28,11
34332,Flint,MI,Formation,11/16/99,20:00,Terça-feira,16,11
34333,Kent County (northeastern) (by Greenville),MI,Fireball,11/16/99,19:20,Terça-feira,16,11
34334,Swartz Creek,MI,Formation,11/16/99,19:15,Terça-feira,16,11
34335,South Lyon,MI,Fireball,11/16/99,19:12,Terça-feira,16,11
34336,Shelby Township,MI,Cigar,11/16/99,19:10,Terça-feira,16,11
34337,St. Clair Shores,MI,Formation,11/16/99,19:10,Terça-feira,16,11
34338,"Detroit (or Windsor, ONT)",MI,Formation,11/16/99,19:10,Terça-feira,16,11
34339,"Detroit (north of, driving east on I-696)",MI,Formation,11/16/99,19:10,Terça-feira,16,11
34340,Dearborn Heights,MI,Fireball,11/16/99,19:08,Terça-feira,16,11
34341,Vicksburg,MI,Fireball,11/16/99,19:08,Terça-feira,16,11
34342,Sterling Heights,MI,Fireball,11/16/99,19:06,Terça-feira,16,11
34343,Baldwin,MI,Fireball,11/16/99,19:05,Terça-feira,16,11
34344,"Howell (5 mi. N of, on a dark country road)",MI,Formation,11/16/99,19:05,Terça-feira,16,11
34345,Birch Run,MI,Formation,11/16/99,19:04,Terça-feira,16,11
34346,Kewadin,MI,Circle,11/16/99,19:03,Terça-feira,16,11
34347,Kewadin,MI,Circle,11/16/99,19:03,Terça-feira,16,11
34348,South Lyon,MI,Fireball,11/16/99,19:00,Terça-feira,16,11
34349,Hadley,MI,Fireball,11/16/99,19:00,Terça-feira,16,11
34350,Sterling Heights,MI,Fireball,11/16/99,19:00,Terça-feira,16,11
34351,Kalamazoo (Western Michigan University),MI,Fireball,11/16/99,19:00,Terça-feira,16,11
34352,Rockford,MI,Fireball,11/16/99,19:00,Terça-feira,16,11
34353,Waterford,MI,Fireball,11/16/99,19:00,Terça-feira,16,11
34354,Grand Rapids,MI,Light,11/16/99,18:25,Terça-feira,16,11
34355,Lapeer and Flint,MI,Cigar,11/16/99,17:00,Terça-feira,16,11
34356,Ada,MI,Light,11/15/99,21:15,Segunda-feira,15,11
34357,Almont,MI,Light,11/7/99,18:00,Domingo,7,11
34358,Wyoming,MI,Light,11/6/99,00:23,Sábado,6,11
34359,South Republic,MI,Triangle,11/1/99,22:30,Segunda-feira,1,11
34360,Howell,MI,Disk,11/1/99,21:30,Segunda-feira,1,11
34361,Onodaga twp.,MI,Diamond,12/21/99,22:20,Terça-feira,21,12
34362,Michigan (location unspecified),MI,Light,12/13/99,15:40,Segunda-feira,13,12
34363,Houghton Lake,MI,Flash,1/15/00,23:45,Sábado,15,1
34364,Kalamazoo,MI,Circle,1/15/00,23:00,Sábado,15,1
34365,Three Rivers,MI,Fireball,1/7/00,21:35,Sexta-feira,7,1
34366,New Haven,MI,Light,2/29/00,21:50,Terça-feira,29,2
34367,Jackson,MI,Diamond,2/14/00,05:20,Segunda-feira,14,2
34368,Ionia,MI,Triangle,2/7/00,21:00,Segunda-feira,7,2
34369,Munising,MI,Triangle,3/29/00,22:30,Quarta-feira,29,3
34370,Ann Arbor,MI,Light,3/27/00,18:00,Segunda-feira,27,3
34371,Saginaw (I-75 headed north mile marker 130 mi.),MI,Fireball,3/24/00,19:45,Sexta-feira,24,3
34372,Ionia,MI,Oval,3/24/00,18:00,Sexta-feira,24,3
34373,St Clair Shores,MI,Triangle,3/22/00,20:30,Quarta-feira,22,3
34374,Mattawan,MI,Triangle,3/21/00,19:30,Terça-feira,21,3
34375,Ionia,MI,Diamond,3/14/00,21:00,Terça-feira,14,3
34376,Marquette,MI,Oval,3/12/00,13:30,Domingo,12,3
34377,Kansas City,MI,Sphere,3/4/00,18:40,Sábado,4,3
34378,South Lyon,MI,Disk,4/30/00,00:00,Domingo,30,4
34379,Copemish,MI,Circle,4/1/00,21:50,Sábado,1,4
34380,Shelby Township,MI,Triangle,6/24/00,23:30,Sábado,24,6
34381,Farmington Hills,MI,Changing,6/17/00,21:40,Sábado,17,6
34382,Sault Ste. Marie,MI,Sphere,6/15/00,17:30,Quinta-feira,15,6
34383,Ravenna,MI,Light,6/14/00,22:40,Quarta-feira,14,6
34384,Clinton Township,MI,Light,6/9/00,23:35,Sexta-feira,9,6
34385,Marlette,MI,Oval,6/7/00,13:00,Quarta-feira,7,6
34386,Ithaca,MI,Flash,6/3/00,22:35,Sábado,3,6
34387,Gladstone,MI,Light,6/3/00,00:17,Sábado,3,6
34388,Livonia,MI,Disk,6/1/00,13:00,Quinta-feira,1,6
34389,Waterford,MI,Sphere,7/25/00,23:37,Terça-feira,25,7
34390,Luna Pier,MI,Oval,7/15/00,23:00,Sábado,15,7
34391,Clio,MI,Circle,7/15/00,22:00,Sábado,15,7
34392,Cadillac,MI,Oval,7/7/00,12:05,Sexta-feira,7,7
34393,Interlochen,MI,Light,7/4/00,23:15,Terça-feira,4,7
34394,Midland,MI,Light,7/1/00,03:11,Sábado,1,7
34395,Mackinaw (20 min south of; on hwy 75),MI,Changing,8/15/00,23:00,Terça-feira,15,8
34396,Ann Arbor,MI,Oval,8/12/00,22:00,Sábado,12,8
34397,Allegan,MI,Formation,8/11/00,04:30,Sexta-feira,11,8
34398,Bridgeport,MI,Circle,8/3/00,22:30,Quinta-feira,3,8
34399,Stanton,MI,Disk,9/22/00,07:38,Sexta-feira,22,9
34400,Canton,MI,Disk,9/15/00,19:06,Sexta-feira,15,9
34401,Johannesburg,MI,Fireball,9/9/00,22:15,Sábado,9,9
34402,Whitmore Lake,MI,Circle,10/31/00,20:00,Terça-feira,31,10
34403,Perry,MI,Fireball,10/31/00,19:00,Terça-feira,31,10
34404,Grand Ledge,MI,Light,10/31/00,19:00,Terça-feira,31,10
34405,Saginaw,MI,Fireball,10/31/00,18:45,Terça-feira,31,10
34406,Rochester Hills,MI,Fireball,10/31/00,18:45,Terça-feira,31,10
34407,South Lyon,MI,Light,10/31/00,18:45,Terça-feira,31,10
34408,Lansing,MI,Light,10/31/00,18:30,Terça-feira,31,10
34409,Channing,MI,Disk,10/31/00,17:30,Terça-feira,31,10
34410,Fairview,MI,Disk,10/29/00,20:00,Domingo,29,10
34411,Flint,MI,Triangle,10/29/00,01:00,Domingo,29,10
34412,Fairview,MI,Changing,10/28/00,19:30,Sábado,28,10
34413,Allegan,MI,Triangle,10/20/00,01:30,Sexta-feira,20,10
34414,Southgate,MI,Fireball,10/15/00,01:35,Domingo,15,10
34415,Niles,MI,Triangle,10/4/00,17:00,Quarta-feira,4,10
34416,Sterling/Troy/Clinton Township,MI,Oval,10/2/00,00:00,Segunda-feira,2,10
34417,Sterling Heights/Troy /ClintonTwp,MI,Oval,10/2/00,09:54,Segunda-feira,2,10
34418,Sturgis,MI,Disk,10/1/00,01:30,Domingo,1,10
34419,Jackson,MI,Light,11/22/00,12:00,Quarta-feira,22,11
34420,Fruitport,MI,Triangle,11/15/00,22:00,Quarta-feira,15,11
34421,Perry,MI,Triangle,11/15/00,17:00,Quarta-feira,15,11
34422,East Lansing,MI,Diamond,11/15/00,14:00,Quarta-feira,15,11
34423,Ann Arbor,MI,Light,11/4/00,19:30,Sábado,4,11
34424,Canton,MI,Fireball,12/25/00,17:00,Segunda-feira,25,12
34425,Hamburg,MI,Light,12/2/00,17:40,Sábado,2,12
34426,Grand Blanc,MI,Triangle,12/1/00,17:00,Sexta-feira,1,12
34427,Filion,MI,Diamond,1/25/01,21:03,Quinta-feira,25,1
34428,Jackson,MI,Light,1/5/01,20:00,Sexta-feira,5,1
34429,Munising,MI,Triangle,1/5/01,10:00,Sexta-feira,5,1
34430,Dearborn,MI,Formation,2/22/01,20:00,Quinta-feira,22,2
34431,Kingsford,MI,Light,2/16/01,18:20,Sexta-feira,16,2
34432,Detroit,MI,Triangle,3/20/01,21:45,Terça-feira,20,3
34433,Goetzville,MI,Light,3/18/01,00:30,Domingo,18,3
34434,Flint,MI,Triangle,4/29/01,23:59,Domingo,29,4
34435,Wyoming,MI,Disk,4/22/01,03:28,Domingo,22,4
34436,Ionia,MI,Light,4/21/01,03:05,Sábado,21,4
34437,Gaylord,MI,Oval,4/14/01,22:15,Sábado,14,4
34438,East Lansing,MI,Formation,4/13/01,22:30,Sexta-feira,13,4
34439,Bay Mills Township,MI,Fireball,4/12/01,03:33,Quinta-feira,12,4
34440,Riverview,MI,Disk,4/11/01,01:00,Quarta-feira,11,4
34441,Springfield,MI,Fireball,5/24/01,02:00,Quinta-feira,24,5
34442,Allen Park,MI,Triangle,5/23/01,01:30,Quarta-feira,23,5
34443,Flat Rock,MI,Chevron,5/18/01,01:30,Sexta-feira,18,5
34444,Rockford,MI,Circle,5/13/01,23:30,Domingo,13,5
34445,"Lansing (just west of, on I-96 heading west)",MI,Light,5/13/01,01:30,Domingo,13,5
34446,Highland,MI,Triangle,6/24/01,10:00,Domingo,24,6
34447,Clinton Township,MI,Light,6/17/01,21:30,Domingo,17,6
34448,Oak Park,MI,Circle,6/16/01,23:30,Sábado,16,6
34449,Saginaw,MI,Triangle,6/11/01,22:00,Segunda-feira,11,6
34450,Chesterfield,MI,Disk,6/10/01,03:30,Domingo,10,6
34451,Newberry,MI,Formation,6/9/01,23:50,Sábado,9,6
34452,Novi,MI,Light,6/9/01,23:05,Sábado,9,6
34453,Irons/Harper Lake,MI,Formation,6/9/01,00:45,Sábado,9,6
34454,Escanaba,MI,Light,6/7/01,23:30,Quinta-feira,7,6
34455,Traverse City,MI,Light,7/31/01,23:40,Terça-feira,31,7
34456,Dearborn Heights,MI,Cylinder,7/26/01,20:15,Quinta-feira,26,7
34457,Gobles,MI,Light,7/20/01,00:30,Sexta-feira,20,7
34458,Harrison,MI,Light,7/16/01,22:00,Segunda-feira,16,7
34459,Port Huron,MI,Triangle,7/13/01,13:32,Sexta-feira,13,7
34460,Battle Creek,MI,Diamond,7/7/01,13:08,Sábado,7,7
34461,Negaunee,MI,Light,8/27/01,22:10,Segunda-feira,27,8
34462,Wyandotte,MI,Light,8/22/01,21:00,Quarta-feira,22,8
34463,Orion,MI,Light,8/19/01,22:30,Domingo,19,8
34464,West Olive,MI,Diamond,8/13/01,22:00,Segunda-feira,13,8
34465,Muskegon,MI,Triangle,8/7/01,22:20,Terça-feira,7,8
34466,Evart,MI,Fireball,8/1/01,00:20,Quarta-feira,1,8
34467,Davison,MI,Cigar,9/28/01,02:30,Sexta-feira,28,9
34468,East Lansing,MI,Disk,9/21/01,15:00,Sexta-feira,21,9
34469,Wayne,MI,Circle,9/18/01,01:00,Terça-feira,18,9
34470,Grand Rapids,MI,Cigar,9/16/01,13:14,Domingo,16,9
34471,Sault Ste. Marie,MI,Fireball,9/16/01,01:00,Domingo,16,9
34472,Lansing,MI,Sphere,9/15/01,12:45,Sábado,15,9
34473,Gladstone,MI,Light,9/15/01,04:00,Sábado,15,9
34474,Mt. Morris,MI,Circle,9/15/01,01:25,Sábado,15,9
34475,Traverse City,MI,Rectangle,9/14/01,21:00,Sexta-feira,14,9
34476,Colon,MI,Triangle,9/11/01,22:10,Terça-feira,11,9
34477,Detroit,MI,Disk,9/9/01,11:00,Domingo,9,9
34478,Flushing,MI,Light,9/6/01,23:05,Quinta-feira,6,9
34479,Warren,MI,Disk,9/6/01,21:55,Quinta-feira,6,9
34480,Warren,MI,Circle,9/4/01,20:00,Terça-feira,4,9
34481,Holland,MI,Diamond,9/3/01,23:00,Segunda-feira,3,9
34482,Branch,MI,Changing,9/1/01,21:55,Sábado,1,9
34483,Alma,MI,Sphere,10/28/01,03:00,Domingo,28,10
34484,Chelsea,MI,Diamond,10/20/01,23:59,Sábado,20,10
34485,Howell,MI,Fireball,10/2/01,19:39,Terça-feira,2,10
34486,Houghton Lake,MI,Triangle,10/1/01,20:30,Segunda-feira,1,10
34487,Bramptom,MI,Circle,11/25/01,20:00,Domingo,25,11
34488,Howell,MI,Light,11/22/01,06:45,Quinta-feira,22,11
34489,Caro,MI,Triangle,11/22/01,03:00,Quinta-feira,22,11
34490,Bellaire,MI,Triangle,11/15/01,20:00,Quinta-feira,15,11
34491,Boyne City,MI,Diamond,11/15/01,20:00,Quinta-feira,15,11
34492,Benzonia,MI,Light,11/9/01,19:15,Sexta-feira,9,11
34493,Williamsburg,MI,Triangle,12/27/01,22:40,Quinta-feira,27,12
34494,Union,MI,Fireball,1/22/02,07:30,Terça-feira,22,1
34495,Mt. Morris,MI,Circle,1/3/02,21:00,Quinta-feira,3,1
34496,Webberville,MI,Light,2/13/02,23:00,Quarta-feira,13,2
34497,Howell,MI,Fireball,2/13/02,20:03,Quarta-feira,13,2
34498,Hopkins,MI,Fireball,2/13/02,20:00,Quarta-feira,13,2
34499,Belleville,MI,Formation,2/9/02,02:50,Sábado,9,2
34500,Gaylord,MI,Rectangle,2/5/02,20:35,Terça-feira,5,2
34501,Lupton (near),MI,Light,2/4/02,19:00,Segunda-feira,4,2
34502,Belleville,MI,Circle,3/21/02,17:35,Quinta-feira,21,3
34503,Waterford,MI,Triangle,3/19/02,08:05,Terça-feira,19,3
34504,Grand Rapids,MI,Chevron,3/16/02,20:30,Sábado,16,3
34505,Harrison & Mt.Plesent (between),MI,Rectangle,4/28/02,22:15,Domingo,28,4
34506,St.Charles,MI,Changing,4/23/02,22:00,Terça-feira,23,4
34507,Kalamazoo,MI,Light,5/15/02,21:00,Quarta-feira,15,5
34508,Sault Ste. Marie (south of),MI,Light,5/9/02,00:15,Quinta-feira,9,5
34509,Iron Mountian,MI,Disk,5/6/02,12:00,Segunda-feira,6,5
34510,Kalamazoo to Muskegon,MI,Light,6/22/02,21:30,Sábado,22,6
34511,Plainwell,MI,Circle,6/21/02,21:10,Sexta-feira,21,6
34512,Detroit,MI,Triangle,6/17/02,08:20,Segunda-feira,17,6
34513,Traverse City,MI,Disk,6/15/02,05:30,Sábado,15,6
34514,Muskegon,MI,Triangle,6/8/02,23:15,Sábado,8,6
34515,East Lansing,MI,Light,6/6/02,23:45,Quinta-feira,6,6
34516,Bridgman,MI,Triangle,6/1/02,00:30,Sábado,1,6
34517,Troy,MI,Rectangle,7/27/02,03:20,Sábado,27,7
34518,Acme,MI,Light,7/26/02,23:30,Sexta-feira,26,7
34519,Harbor Beach,MI,Light,7/17/02,22:30,Quarta-feira,17,7
34520,Barton City,MI,Fireball,7/17/02,02:50,Quarta-feira,17,7
34521,Fowlerville,MI,Triangle,7/15/02,15:00,Segunda-feira,15,7
34522,Rochester Hills,MI,Circle,7/14/02,22:00,Domingo,14,7
34523,Cobmoosa Shores (Shelby),MI,Light,7/14/02,03:00,Domingo,14,7
34524,Easton,MI,Circle,7/11/02,21:30,Quinta-feira,11,7
34525,Brighton,MI,Light,8/31/02,21:20,Sábado,31,8
34526,Harrison Township,MI,Light,8/21/02,22:00,Quarta-feira,21,8
34527,Ann Arbor,MI,Disk,8/20/02,18:00,Terça-feira,20,8
34528,Lowell,MI,Fireball,8/18/02,23:00,Domingo,18,8
34529,Grand Rapids (outside),MI,Disk,8/18/02,13:25,Domingo,18,8
34530,Jackson,MI,Disk,8/12/02,22:46,Segunda-feira,12,8
34531,Belleville,MI,Disk,8/11/02,05:00,Domingo,11,8
34532,East Jordan,MI,Changing,8/10/02,22:45,Sábado,10,8
34533,Battle Creek,MI,Fireball,8/10/02,22:00,Sábado,10,8
34534,Grand Rapids,MI,Fireball,8/10/02,11:15,Sábado,10,8
34535,Watersmeet,MI,Light,8/6/02,22:00,Terça-feira,6,8
34536,Lansing,MI,Light,8/3/02,21:30,Sábado,3,8
34537,Macomb,MI,Circle,9/30/02,20:50,Segunda-feira,30,9
34538,St. Clair Shores,MI,Light,9/25/02,23:00,Quarta-feira,25,9
34539,Flint,MI,Light,9/25/02,21:05,Quarta-feira,25,9
34540,Norton Shores,MI,Fireball,9/11/02,23:55,Quarta-feira,11,9
34541,Lake City,MI,Light,9/10/02,21:30,Terça-feira,10,9
34542,Essecville,MI,Triangle,9/7/02,04:21,Sábado,7,9
34543,Bad Axe,MI,Triangle,9/6/02,22:55,Sexta-feira,6,9
34544,Mt. Pleasant,MI,Light,9/4/02,23:45,Quarta-feira,4,9
34545,Brown City,MI,Circle,10/29/02,22:30,Terça-feira,29,10
34546,Cadillac,MI,Fireball,10/15/02,04:30,Terça-feira,15,10
34547,Brownstown,MI,Fireball,10/5/02,20:45,Sábado,5,10
34548,Riverview,MI,Triangle,11/22/02,17:22,Sexta-feira,22,11
34549,Macomb,MI,Triangle,11/18/02,19:40,Segunda-feira,18,11
34550,Chippewa Lake,MI,Light,11/17/02,06:55,Domingo,17,11
34551,Grand Rapids,MI,Light,11/15/02,22:10,Sexta-feira,15,11
34552,Milan,MI,Triangle,11/15/02,21:30,Sexta-feira,15,11
34553,Lansing,MI,Triangle,11/13/02,07:52,Quarta-feira,13,11
34554,Flint,MI,Disk,11/12/02,22:35,Terça-feira,12,11
34555,Calumet,MI,Light,11/10/02,01:00,Domingo,10,11
34556,Wyandotte,MI,Triangle,11/8/02,19:00,Sexta-feira,8,11
34557,Riverview,MI,Cigar,12/13/02,20:00,Sexta-feira,13,12
34558,Linden,MI,Fireball,12/10/02,18:35,Terça-feira,10,12
34559,Houghton,MI,Diamond,1/29/03,22:36,Quarta-feira,29,1
34560,Sand Lake,MI,Chevron,1/29/03,20:30,Quarta-feira,29,1
34561,Monroe,MI,Triangle,1/27/03,03:00,Segunda-feira,27,1
34562,Clare,MI,Disk,1/5/03,21:30,Domingo,5,1
34563,Eaton Rapids,MI,Circle,2/16/03,21:00,Domingo,16,2
34564,Kingston,MI,Light,2/13/03,21:00,Quinta-feira,13,2
34565,Waterford,MI,Triangle,2/9/03,19:30,Domingo,9,2
34566,Capac,MI,Light,3/28/03,23:59,Sexta-feira,28,3
34567,Sanford,MI,Rectangle,3/15/03,20:50,Sábado,15,3
34568,Tuscola (area),MI,Light,3/14/03,23:30,Sexta-feira,14,3
34569,Fenton,MI,Circle,4/19/03,22:30,Sábado,19,4
34570,Lapeer,MI,Oval,4/18/03,11:45,Sexta-feira,18,4
34571,Cement City,MI,Triangle,4/16/03,00:00,Quarta-feira,16,4
34572,Muskegon,MI,Circle,4/12/03,15:30,Sábado,12,4
34573,Milford,MI,Light,4/10/03,22:30,Quinta-feira,10,4
34574,Flatrock/Taylor border,MI,Light,5/21/03,17:30,Quarta-feira,21,5
34575,Chesterfield,MI,Formation,5/13/03,22:00,Terça-feira,13,5
34576,Flint,MI,Cigar,6/22/03,22:09,Domingo,22,6
34577,Coldwater,MI,Triangle,6/20/03,15:00,Sexta-feira,20,6
34578,Wyandotte,MI,Sphere,6/18/03,17:30,Quarta-feira,18,6
34579,Lansing,MI,Rectangle,7/31/03,13:20,Quinta-feira,31,7
34580,Harrison Township,MI,Circle,7/29/03,04:30,Terça-feira,29,7
34581,Harrison Twp.,MI,Circle,7/29/03,00:30,Terça-feira,29,7
34582,Cedar,MI,Sphere,7/23/03,22:44,Quarta-feira,23,7
34583,Portage,MI,Changing,7/15/03,22:00,Terça-feira,15,7
34584,Maple Rapids,MI,Sphere,7/15/03,00:00,Terça-feira,15,7
34585,Charlotte,MI,Oval,7/12/03,23:05,Sábado,12,7
34586,St. Ignace,MI,Triangle,7/2/03,23:59,Quarta-feira,2,7
34587,Silver City/Ontonagan,MI,Disk,7/2/03,20:00,Quarta-feira,2,7
34588,Howell,MI,Cigar,7/1/03,23:50,Terça-feira,1,7
34589,Vining,MI,Triangle,8/30/03,23:15,Sábado,30,8
34590,Davison,MI,Light,8/27/03,03:30,Quarta-feira,27,8
34591,Westland,MI,Disk,8/24/03,14:00,Domingo,24,8
34592,Midland,MI,Disk,8/23/03,15:00,Sábado,23,8
34593,Essexville,MI,Light,8/21/03,01:30,Quinta-feira,21,8
34594,Newberry,MI,Light,8/7/03,21:00,Quinta-feira,7,8
34595,Sault Ste. Marie,MI,Light,8/6/03,22:05,Quarta-feira,6,8
34596,Pleasant Lake,MI,Oval,9/26/03,03:07,Sexta-feira,26,9
34597,Traverse City,MI,Disk,9/25/03,20:00,Quinta-feira,25,9
34598,Lake Orion,MI,Circle,9/24/03,22:30,Quarta-feira,24,9
34599,Ann Arbor/Ypsilanti,MI,Cigar,9/24/03,11:30,Quarta-feira,24,9
34600,Fraser,MI,Light,9/20/03,18:00,Sábado,20,9
34601,Lake Orion,MI,Circle,9/17/03,22:00,Quarta-feira,17,9
34602,Adrian,MI,Oval,9/16/03,07:00,Terça-feira,16,9
34603,Flint,MI,Oval,9/15/03,23:00,Segunda-feira,15,9
34604,Michigan (location unspecified),MI,Disk,9/15/03,22:00,Segunda-feira,15,9
34605,Grand Blanc,MI,Triangle,10/21/03,20:30,Terça-feira,21,10
34606,Watersmeet,MI,Cigar,10/18/03,15:45,Sábado,18,10
34607,Ironwood,MI,Disk,10/15/03,15:00,Quarta-feira,15,10
34608,Newaygo,MI,Circle,10/11/03,11:32,Sábado,11,10
34609,Temperance,MI,Oval,10/10/03,20:25,Sexta-feira,10,10
34610,New Buffulo,MI,Light,10/10/03,09:00,Sexta-feira,10,10
34611,Ferndale,MI,Rectangle,10/9/03,07:30,Quinta-feira,9,10
34612,Livonia,MI,Light,10/9/03,03:00,Quinta-feira,9,10
34613,Marlette,MI,Light,10/2/03,21:45,Quinta-feira,2,10
34614,Stockbridge and Whitmore Lake,MI,Triangle,11/30/03,18:30,Domingo,30,11
34615,Tower,MI,Light,11/25/03,17:35,Terça-feira,25,11
34616,Afton,MI,Light,11/21/03,21:15,Sexta-feira,21,11
34617,Delton,MI,Sphere,11/19/03,19:20,Quarta-feira,19,11
34618,Watersmeet,MI,Light,11/15/03,18:00,Sábado,15,11
34619,Union City,MI,Oval,11/15/03,17:00,Sábado,15,11
34620,Warren,MI,Triangle,11/13/03,19:00,Quinta-feira,13,11
34621,Munising,MI,Flash,11/12/03,20:00,Quarta-feira,12,11
34622,Canton,MI,Oval,11/12/03,09:00,Quarta-feira,12,11
34623,Hawks,MI,Changing,11/11/03,20:50,Terça-feira,11,11
34624,South Lyon,MI,Light,11/11/03,00:00,Terça-feira,11,11
34625,Battle Creek,MI,Diamond,11/8/03,22:00,Sábado,8,11
34626,West Bloomfield,MI,Fireball,11/8/03,19:00,Sábado,8,11
34627,Grand Rapids,MI,Oval,11/1/03,11:04,Sábado,1,11
34628,Shelby Township,MI,Light,12/31/03,00:00,Quarta-feira,31,12
34629,West Branch,MI,Light,12/28/03,15:00,Domingo,28,12
34630,Royal Oak,MI,Triangle,12/11/03,23:40,Quinta-feira,11,12
34631,Washington,MI,Changing,12/1/03,05:50,Segunda-feira,1,12
34632,Standish,MI,Light,1/31/04,23:00,Sábado,31,1
34633,Lambertville,MI,Changing,1/20/04,06:55,Terça-feira,20,1
34634,Marion Township,MI,Circle,1/16/04,20:00,Sexta-feira,16,1
34635,Lambertville,MI,Changing,1/7/04,06:30,Quarta-feira,7,1
34636,Muskegon,MI,Triangle,2/18/04,19:50,Quarta-feira,18,2
34637,Howell,MI,Disk,2/17/04,21:00,Terça-feira,17,2
34638,Troy,MI,Triangle,2/16/04,10:00,Segunda-feira,16,2
34639,Romeo,MI,Fireball,2/15/04,05:55,Domingo,15,2
34640,Sterling Heights,MI,Light,2/13/04,03:00,Sexta-feira,13,2
34641,Eastpoint,MI,Disk,3/9/04,16:00,Terça-feira,9,3
34642,Grosse Pointe Farms,MI,Light,4/17/04,22:10,Sábado,17,4
34643,South Haven,MI,Sphere,4/2/04,00:06,Sexta-feira,2,4
34644,Vicksburg,MI,Disk,5/19/04,23:30,Quarta-feira,19,5
34645,Hastings,MI,Triangle,5/19/04,21:30,Quarta-feira,19,5
34646,Howell,MI,Disk,5/18/04,22:30,Terça-feira,18,5
34647,Portland,MI,Cylinder,5/17/04,21:30,Segunda-feira,17,5
34648,Livonia,MI,Rectangle,5/16/04,22:10,Domingo,16,5
34649,South Haven,MI,Sphere,5/16/04,11:40,Domingo,16,5
34650,Ypsilanti,MI,Disk,5/15/04,06:45,Sábado,15,5
34651,Grand Haven,MI,Sphere,5/3/04,21:30,Segunda-feira,3,5
34652,Waterloo-Chelsea,MI,Formation,6/26/04,22:20,Sábado,26,6
34653,Westland,MI,Diamond,6/19/04,20:00,Sábado,19,6
34654,Holly,MI,Light,6/19/04,01:00,Sábado,19,6
34655,Bellevue,MI,Triangle,6/14/04,23:11,Segunda-feira,14,6
34656,Sault Ste. Marie,MI,Light,6/7/04,00:40,Segunda-feira,7,6
34657,Livonia,MI,Circle,6/5/04,19:00,Sábado,5,6
34658,Adrian,MI,Circle,6/4/04,23:00,Sexta-feira,4,6
34659,Mt. Pleasant,MI,Light,7/25/04,11:00,Domingo,25,7
34660,Holland,MI,Fireball,7/22/04,23:30,Quinta-feira,22,7
34661,Shelby Township,MI,Sphere,7/19/04,00:24,Segunda-feira,19,7
34662,Ann Arbor,MI,Triangle,8/19/04,22:00,Quinta-feira,19,8
34663,Salem Township/Dorr area,MI,Light,8/16/04,00:00,Segunda-feira,16,8
34664,Gladstone,MI,Triangle,8/5/04,01:00,Quinta-feira,5,8
34665,Roseville,MI,Formation,8/4/04,22:00,Quarta-feira,4,8
34666,Hartland,MI,Light,9/26/04,,Domingo,26,9
34667,Detroit,MI,Light,9/25/04,06:00,Sábado,25,9
34668,Marion,MI,Disk,9/18/04,01:00,Sábado,18,9
34669,Auburn Hills,MI,Sphere,9/12/04,17:30,Domingo,12,9
34670,Corunna,MI,Triangle,9/9/04,22:00,Quinta-feira,9,9
34671,Jackson,MI,Formation,9/7/04,21:45,Terça-feira,7,9
34672,Harbor Springs,MI,Light,9/6/04,10:30,Segunda-feira,6,9
34673,Ludington,MI,Disk,9/5/04,00:30,Domingo,5,9
34674,Holland,MI,Flash,10/24/04,23:15,Domingo,24,10
34675,Flint,MI,Sphere,10/20/04,12:30,Quarta-feira,20,10
34676,Mount Morris,MI,Oval,10/20/04,01:00,Quarta-feira,20,10
34677,Grand Rapids,MI,Sphere,10/6/04,22:50,Quarta-feira,6,10
